":@computed_region_43wa_7qmu",":@computed_region_6mkv_f3dw",":@computed_region_awaf_s7ux",":@computed_region_bdys_3d7i",":@computed_region_d3ds_rm58",":@computed_region_d9mm_jgwp",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k","arrest","beat","block","case_number","community_area","date","description","district","domestic","fbi_code","id","iucr","latitude","location","location_address","location_city","location_description","location_state","location_zip","longitude","primary_type","updated_on","ward","x_coordinate","y_coordinate","year"
"45","4299","41","456","66","16","5","24","true","1112","011XX N SPRINGFIELD AVE","JB248986","23","2018-05-03T21:10:00.000","POSS: HEROIN(WHITE)","011","false","18","11304086","2024","41.901324508","POINT (-87.723822 41.901324508)",,,"SIDEWALK",,,"-87.723822","NARCOTICS","2018-05-10T15:48:24.000","27","1150179","1907222","2018"
"4","21559","12","113","135","17","11","66","false","0711","006XX W 57TH ST","JB249017","68","2018-05-03T21:07:00.000","AGGRAVATED:KNIFE/CUTTING INSTR","007","true","04A","11304222","0520","41.790722381","POINT (-87.641909014 41.790722381)",,,"STREET",,,"-87.641909014","ASSAULT","2018-05-10T15:48:24.000","3","1172803","1867088","2018"
"14","21569","36","132","152","21","57","30","false","1022","031XX W DOUGLAS BLVD","JB248978","29","2018-05-03T21:06:00.000","AGGRAVATED: HANDGUN","010","true","04A","11304113","051A","41.86298163","POINT (-87.703932755 41.86298163)",,,"APARTMENT",,,"-87.703932755","ASSAULT","2018-05-10T15:48:24.000","24","1155696","1893289","2018"
"14","21569","36","33","155","21","57","30","true","1011","036XX W DOUGLAS BLVD","JB248974","29","2018-05-03T21:03:00.000","POSS: HEROIN(WHITE)","010","false","18","11304106","2024","41.862388713","POINT (-87.71603845 41.862388713)",,,"SIDEWALK",,,"-87.71603845","NARCOTICS","2018-05-10T15:48:24.000","24","1152400","1893049","2018"
"37","22538","43","245","225","19","24","39","false","0421","075XX S SAGINAW AVE","JB249624","43","2018-05-03T21:00:00.000","FROM BUILDING","004","false","06","11304607","0890","41.758108725","POINT (-87.560035881 41.758108725)",,,"APARTMENT",,,"-87.560035881","THEFT","2018-05-10T15:48:24.000","7","1195237","1855394","2018"
"25","21186","38","691","12","5","53","57","false","1923","037XX N CLARK ST","JB249100","6","2018-05-03T21:00:00.000","OTHER VEHICLE OFFENSE","019","true","26","11304206","5002","41.949986277","POINT (-87.658758518 41.949986277)",,,"STREET",,,"-87.658758518","OTHER OFFENSE","2018-05-10T15:48:24.000","44","1167752","1925087","2018"
"17","22618","7","464","175","6","21","22","false","2523","040XX W WELLINGTON AVE","JB249244","21","2018-05-03T21:00:00.000","FORCIBLE ENTRY","025","false","05","11304305","0610","41.935432153","POINT (-87.727896643 41.935432153)",,,"RESIDENCE-GARAGE",,,"-87.727896643","BURGLARY","2018-05-10T15:48:24.000","31","1148982","1919643","2018"
"45","22615","4","523","195","6","2","26","false","2533","017XX N LECLAIRE AVE","JB252352","25","2018-05-03T21:00:00.000","FRAUD OR CONFIDENCE GAME","025","false","11","11306526","1130","41.911666384","POINT (-87.752725426 41.911666384)",,,"RESIDENCE",,,"-87.752725426","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","37","1142285","1910936","2018"
"4","14924","12","739","118","23","37","59","false","0933","047XX S ELIZABETH ST","JB249686","61","2018-05-03T21:00:00.000","$500 AND UNDER","009","false","06","11304620","0820","41.807721905","POINT (-87.656434739 41.807721905)",,,"STREET",,,"-87.656434739","THEFT","2018-05-10T15:48:24.000","3","1168793","1873251","2018"
"43","21861","30","569","250","10","19","45","false","0511","102XX S LAFAYETTE AVE","JB249204","49","2018-05-03T21:00:00.000","$500 AND UNDER","005","false","06","11304264","0820","41.708124063","POINT (-87.624754387 41.708124063)",,,"RESIDENCE",,,"-87.624754387","THEFT","2018-05-10T15:48:24.000","9","1177729","1837028","2018"
"19","22254","39","396","17","12","52","17","true","1632","034XX N NARRAGANSETT AVE","JB250278","17","2018-05-03T21:00:00.000","DOMESTIC BATTERY SIMPLE","016","true","08B","11305065","0486","41.943156446","POINT (-87.786263743 41.943156446)",,,"RESIDENCE",,,"-87.786263743","BATTERY","2018-05-10T15:48:24.000","36","1133083","1922351","2018"
"50","22618","20","259","15","12","21","15","false","1624","042XX N LARAMIE AVE","JB248960","15","2018-05-03T21:00:00.000","SIMPLE","016","false","08B","11304012","0460","41.958102513","POINT (-87.757304239 41.958102513)",,,"STREET",,,"-87.757304239","BATTERY","2018-05-10T15:48:24.000","38","1140925","1927849","2018"
"45","22615","4","523","195","6","2","26","true","2533","048XX W CONCORD PL","JB249034","25","2018-05-03T20:55:00.000","POSS: COCAINE","025","false","18","11304126","2022","41.910525106","POINT (-87.747386657 41.910525106)",,,"RESIDENCE",,,"-87.747386657","NARCOTICS","2018-05-10T15:48:24.000","37","1143741","1910530","2018"
"45","22216","11","694","81","25","32","26","false","1532","004XX N LAWLER AVE","JB249037","25","2018-05-03T20:50:00.000","TELEPHONE THREAT","015","false","26","11304104","2820","41.888351553","POINT (-87.751687917 41.888351553)",,,"RESIDENCE",,,"-87.751687917","OTHER OFFENSE","2018-05-10T15:48:24.000","28","1142625","1902442","2018"
"4","21559","53","435","202","17","11","66","false","0723","065XX S LOWE AVE","JB248942","68","2018-05-03T20:50:00.000","HOME INVASION","007","true","05","11304053","0650","41.775671277","POINT (-87.640761892 41.775671277)",,,"RESIDENCE",,,"-87.640761892","BURGLARY","2018-05-10T15:48:24.000","20","1173160","1861606","2018"
"8","22248","49","764","269","13","58","61","false","0824","030XX W 55TH ST","JB248968","63","2018-05-03T20:47:00.000","INTIMIDATION","008","false","26","11304080","3960","41.793570812","POINT (-87.700446407 41.793570812)",,,"RESIDENCE PORCH/HALLWAY",,,"-87.700446407","INTIMIDATION","2018-05-10T15:48:24.000","14","1156832","1868003","2018"
"4","21559","53","113","127","23","37","66","true","0934","008XX W GARFIELD BLVD","JB248983","61","2018-05-03T20:42:00.000","FALSE/STOLEN/ALTERED TRP","009","false","26","11304114","502P","41.794299397","POINT (-87.645768789 41.794299397)",,,"VEHICLE NON-COMMERCIAL",,,"-87.645768789","OTHER OFFENSE","2018-05-10T15:48:24.000","20","1171740","1868383","2018"
"43","4460","30","10","221","10","47","51","true","0533","007XX E 132ND ST","JB248953","54","2018-05-03T20:40:00.000","AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY","005","true","04B","11304108","0498","41.655802068","POINT (-87.604371278 41.655802068)",,,"RESIDENCE",,,"-87.604371278","BATTERY","2018-05-10T15:48:24.000","9","1183456","1818009","2018"
"23","21572","11","717","100","16","30","27","true","1115","042XX W MADISON ST","JB248949","26","2018-05-03T20:39:00.000","POSS: CANNABIS 30GMS OR LESS","011","false","18","11304002","1811","41.880650875","POINT (-87.73191358 41.880650875)",,,"STREET",,,"-87.73191358","NARCOTICS","2018-05-10T15:48:24.000","28","1148029","1899673","2018"
"23","22216","11","674","97","25","32","26","true","1522","0000X N LATROBE AVE","JB248951","25","2018-05-03T20:30:00.000","POSS: HEROIN(WHITE)","015","false","18","11304068","2024","41.881064181","POINT (-87.75630748 41.881064181)",,,"SIDEWALK",,,"-87.75630748","NARCOTICS","2018-05-10T15:48:24.000","28","1141385","1899778","2018"
"39","22616","37","241","6","5","15","31","false","1913","011XX W WILSON AVE","JB248935","3","2018-05-03T20:30:00.000","FROM BUILDING","019","false","06","11304001","0890","41.96538061","POINT (-87.659110921 41.96538061)",,,"SCHOOL, PUBLIC, BUILDING",,,"-87.659110921","THEFT","2018-05-10T15:48:24.000","46","1167612","1930696","2018"
"6","22268","35","590","131","13","7","53","false","0811","058XX S MASSASOIT AVE","JB249625","56","2018-05-03T20:30:00.000","SIMPLE","008","true","08A","11304576","0560","41.786312904","POINT (-87.765716069 41.786312904)",,,"RESIDENCE",,,"-87.765716069","ASSAULT","2018-05-10T15:48:24.000","23","1139051","1865234","2018"
"45","22216","11","694","69","25","32","26","true","1531","051XX W CHICAGO AVE","JB248981","25","2018-05-03T20:30:00.000","POSS: CANNABIS 30GMS OR LESS","015","false","18","11304094","1811","41.894945606","POINT (-87.754874977 41.894945606)",,,"GAS STATION",,,"-87.754874977","NARCOTICS","2018-05-10T15:48:24.000","37","1141741","1904839","2018"
"44","22254","25","443","27","12","52","17","false","1633","061XX W PATTERSON AVE","JB249008","17","2018-05-03T20:30:00.000","TO LAND","016","false","26","11304141","1330","41.946642165","POINT (-87.78008046 41.946642165)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.78008046","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","38","1134757","1923632","2018"
"25","21186","38","691","12","5","53","57","false","1923","011XX W GRACE ST","JB249361","6","2018-05-03T20:30:00.000","TO VEHICLE","019","false","14","11304362","1320","41.951061596","POINT (-87.658221489 41.951061596)",,,"STREET",,,"-87.658221489","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","44","1167895","1925480","2018"
"35","21202","9","431","222","19","25","41","false","0414","082XX S EAST END AVE","JB248966","45","2018-05-03T20:30:00.000","DOMESTIC BATTERY SIMPLE","004","true","08B","11304097","0486","41.745140055","POINT (-87.582932667 41.745140055)",,,"RESIDENCE",,,"-87.582932667","BATTERY","2018-05-10T15:48:24.000","8","1189031","1850613","2018"
"43","21546","31","428","241","20","61","40","false","0632","087XX S WABASH AVE","JB253727","44","2018-05-03T20:30:00.000","$500 AND UNDER","006","false","06","11307656","0820","41.735586741","POINT (-87.622580384 41.735586741)",,,"RESIDENCE",,,"-87.622580384","THEFT","2018-05-10T15:48:24.000","6","1178240","1847040","2018"
"45","4299","4","599","145","6","5","26","false","2532","014XX N LOTUS AVE","JB248927","25","2018-05-03T20:27:00.000","DOMESTIC BATTERY SIMPLE","025","true","08B","11304063","0486","41.90634557","POINT (-87.762078871 41.90634557)",,,"APARTMENT",,,"-87.762078871","BATTERY","2018-05-10T15:48:24.000","37","1139752","1908980","2018"
"39","21186","37","83","12","5","53","57","false","1915","008XX W IRVING PARK RD","JB248918","3","2018-05-03T20:26:00.000","SIMPLE","019","false","08B","11304034","0460","41.954535555","POINT (-87.651221802 41.954535555)",,,"HOSPITAL BUILDING/GROUNDS",,,"-87.651221802","BATTERY","2018-05-10T15:48:24.000","46","1169789","1926761","2018"
"30","4300","6","498","226","13","8","69","true","0835","035XX W 78TH PL","JB248922","70","2018-05-03T20:18:00.000","DOMESTIC BATTERY SIMPLE","008","true","08B","11304032","0486","41.750591709","POINT (-87.710371329 41.750591709)",,,"APARTMENT",,,"-87.710371329","BATTERY","2018-05-10T15:48:24.000","18","1154239","1852322","2018"
"47","21202","47","603","259","19","25","49","false","0433","114XX S AVENUE O","JB249500","52","2018-05-03T20:15:00.000","AGGRAVATED: OTHER DANG WEAPON","004","false","04A","11304655","0530","41.687781567","POINT (-87.540098152 41.687781567)",,,"CTA BUS STOP",,,"-87.540098152","ASSAULT","2018-05-10T15:48:24.000","10","1200913","1829817","2018"
"13","21554","18","1","236","20","59","40","false","0634","0000X W 87TH ST","JB248925","44","2018-05-03T20:15:00.000","RETAIL THEFT","006","false","06","11304071","0860","41.73626628","POINT (-87.627306625 41.73626628)",,,"SMALL RETAIL STORE",,,"-87.627306625","THEFT","2018-05-10T15:48:24.000","21","1176948","1847277","2018"
"14","21572","36","33","155","21","57","30","false","1011","012XX S AVERS AVE","JB248896","29","2018-05-03T20:15:00.000","SIMPLE","010","false","08B","11303969","0460","41.865763196","POINT (-87.721501887 41.865763196)",,,"STREET",,,"-87.721501887","BATTERY","2018-05-10T15:48:24.000","24","1150903","1894268","2018"
"49","4299","10","455","190","7","5","24","false","1422","033XX W EVERGREEN AVE","JB248928","23","2018-05-03T20:15:00.000","AGGRAVATED: HANDGUN","014","false","04A","11304056","051A","41.90552651","POINT (-87.71063072 41.90552651)",,,"STREET",,,"-87.71063072","ASSAULT","2018-05-10T15:48:24.000","26","1153759","1908779","2018"
"30","21867","6","349","226","13","58","64","false","0835","073XX S KEDZIE AVE","JB248943","66","2018-05-03T20:15:00.000","TO LAND","008","false","26","11304081","1330","41.760327809","POINT (-87.702697421 41.760327809)",,,"FACTORY/MANUFACTURING BUILDING",,,"-87.702697421","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","18","1156307","1855885","2018"
"22","21861","45","7","218","10","19","50","false","0523","126XX S HALSTED ST","JB248899","53","2018-05-03T20:12:00.000","SIMPLE","005","false","08B","11304014","0460","41.664294511","POINT (-87.641455374 41.664294511)",,,"SMALL RETAIL STORE",,,"-87.641455374","BATTERY","2018-05-10T15:48:24.000","34","1173297","1821020","2018"
"23","21572","36","675","142","16","30","27","true","1132","004XX S PULASKI RD","JB248904","26","2018-05-03T20:10:00.000","POSS: CRACK","011","false","18","11303997","2027","41.874974798","POINT (-87.725475051 41.874974798)",,,"GAS STATION",,,"-87.725475051","NARCOTICS","2018-05-10T15:48:24.000","24","1149797","1897617","2018"
,,,,,,,,"false","1724","040XX N TROY ST","JB255103","16","2018-05-03T20:00:00.000","OVER $500","017","false","06","11309116","0810",,,,,"STREET",,,,"THEFT","2018-05-10T15:48:24.000","33",,,"2018"
"41","21560","24","482","191","7","4","25","false","1424","013XX N MILWAUKEE AVE","JB249861","24","2018-05-03T20:00:00.000","AUTOMOBILE","014","false","07","11304789","0910","41.906736182","POINT (-87.671766774 41.906736182)",,,"STREET",,,"-87.671766774","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","1","1164335","1909299","2018"
"21","22618","27","329","25","1","21","16","false","1731","034XX N TRIPP AVE","JB250251","16","2018-05-03T20:00:00.000","AUTOMOBILE","017","false","07","11304987","0910","41.943735259","POINT (-87.733475067 41.943735259)",,,"STREET",,,"-87.733475067","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","30","1147443","1922658","2018"
"46","22620","41","521","78","15","49","25","false","1215","013XX W CHICAGO AVE","JB249755","24","2018-05-03T20:00:00.000","OVER $500","012","false","06","11304687","0810","41.896159294","POINT (-87.661734764 41.896159294)",,,"STREET",,,"-87.661734764","THEFT","2018-05-10T15:48:24.000","27","1167096","1905466","2018"
"11","21560","16","298","192","7","1","25","false","1424","020XX W NORTH AVE","JB249014","24","2018-05-03T20:00:00.000","OVER $500","014","false","06","11304095","0810","41.910440956","POINT (-87.679924835 41.910440956)",,,"STREET",,,"-87.679924835","THEFT","2018-05-10T15:48:24.000","32","1162104","1910632","2018"
"12","21538","15","55","168","7","39","22","false","1412","035XX W WOLFRAM ST","JB248883","21","2018-05-03T20:00:00.000","TELEPHONE THREAT","014","false","26","11303957","2820","41.932850287","POINT (-87.71510592 41.932850287)",,,"APARTMENT",,,"-87.71510592","OTHER OFFENSE","2018-05-10T15:48:24.000","35","1152469","1918727","2018"
"13","21554","18","533","244","9","59","70","true","2222","087XX S CARPENTER ST","JB248929","71","2018-05-03T20:00:00.000","POSSESSION OF DRUG EQUIPMENT","022","false","18","11303982","2170","41.735325878","POINT (-87.649691927 41.735325878)",,,"ABANDONED BUILDING",,,"-87.649691927","NARCOTICS","2018-05-10T15:48:24.000","21","1170841","1846885","2018"
"32","21559","17","512","215","17","11","66","false","0733","071XX S MORGAN ST","JB253639","68","2018-05-03T20:00:00.000","HARASSMENT BY ELECTRONIC MEANS","007","false","26","11307588","2826","41.764303087","POINT (-87.649245116 41.764303087)",,,"SCHOOL, PUBLIC, GROUNDS",,,"-87.649245116","OTHER OFFENSE","2018-05-10T15:48:24.000","17","1170879","1857445","2018"
"45","4299","4","562","67","25","5","26","false","1524","052XX W IOWA ST","JB248912","25","2018-05-03T20:00:00.000","STRONGARM - NO WEAPON","015","false","03","11303991","0320","41.896742169","POINT (-87.757422554 41.896742169)",,,"APARTMENT",,,"-87.757422554","ROBBERY","2018-05-10T15:48:24.000","37","1141043","1905489","2018"
"13","21554","18","195","244","9","59","72","false","2222","094XX S RACINE AVE","JB249803","73","2018-05-03T20:00:00.000","CHILD ABUSE","022","true","20","11304727","1750","41.722537658","POINT (-87.652977768 41.722537658)",,,"RESIDENCE",,,"-87.652977768","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","21","1169981","1842218","2018"
"25","4449","38","211","28","5","22","57","false","1924","035XX N RACINE AVE","JB250001","6","2018-05-03T20:00:00.000","$500 AND UNDER","019","false","06","11304828","0820","41.94657757","POINT (-87.659158369 41.94657757)",,,"STREET",,,"-87.659158369","THEFT","2018-05-10T15:48:24.000","44","1167653","1923844","2018"
"9","22260","12","403","125","24","10","7","false","0231","001XX E GARFIELD BLVD","JB249282","40","2018-05-03T20:00:00.000","TO VEHICLE","002","false","14","11304322","1320","41.794399707","POINT (-87.621241543 41.794399707)",,,"STREET",,,"-87.621241543","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","20","1178428","1868474","2018"
"50","21869","20","746","58","12","48","12","false","1623","049XX W AINSLIE ST","JB249211","12","2018-05-03T20:00:00.000","$500 AND UNDER","016","false","06","11304518","0820","41.969801059","POINT (-87.751855817 41.969801059)",,,"STREET",,,"-87.751855817","THEFT","2018-05-10T15:48:24.000","45","1142378","1932122","2018"
"34","21190","51","185","178","5","16","68","false","1935","005XX W ARLINGTON PL","JB249203","7","2018-05-03T20:00:00.000","TO VEHICLE","019","false","14","11304269","1320","41.926750566","POINT (-87.64253307 41.926750566)",,,"STREET",,,"-87.64253307","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","43","1172234","1916655","2018"
"10","14913","48","12","144","22","35","38","false","0123","011XX S CLARK ST","JB248984","32","2018-05-03T20:00:00.000","CREDIT CARD FRAUD","001","false","11","11304103","1150","41.86821682","POINT (-87.6304532 41.86821682)",,,"DEPARTMENT STORE",,,"-87.6304532","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","2","1175696","1895352","2018"
"9","14913","48","374","94","22","35","34","false","0132","014XX S MICHIGAN AVE","JB248971","33","2018-05-03T20:00:00.000","FROM BUILDING","001","false","06","11304084","0890","41.863567228","POINT (-87.624068617 41.863567228)",,,"BAR OR TAVERN",,,"-87.624068617","THEFT","2018-05-10T15:48:24.000","2","1177449","1893672","2018"
"45","22216","11","694","69","25","32","26","false","1531","051XX W CHICAGO AVE","JB248908","25","2018-05-03T19:59:00.000","TO LAND","015","false","26","11303993","1330","41.894945606","POINT (-87.754874977 41.894945606)",,,"GAS STATION",,,"-87.754874977","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","37","1141741","1904839","2018"
"30","4300","6","243","226","13","8","69","false","0835","082XX S SACRAMENTO AVE","JB248880","70","2018-05-03T19:54:00.000","VIOLATE ORDER OF PROTECTION","008","false","26","11304083","4387","41.743686993","POINT (-87.697341834 41.743686993)",,,"RESIDENCE PORCH/HALLWAY",,,"-87.697341834","OTHER OFFENSE","2018-05-10T15:48:24.000","18","1157813","1849832","2018"
"45","22615","4","523","195","6","2","26","false","2533","050XX W NORTH AVE","JB248893","25","2018-05-03T19:51:00.000","OVER $500","025","false","06","11303999","0810","41.909537605","POINT (-87.752873299 41.909537605)",,,"ALLEY",,,"-87.752873299","THEFT","2018-05-10T15:48:24.000","37","1142250","1910160","2018"
"23","22216","11","69","90","16","32","26","true","1113","002XX S KENTON AVE","JB248959","25","2018-05-03T19:51:00.000","POSS: HEROIN(WHITE)","011","false","18","11304096","2024","41.878022742","POINT (-87.740523304 41.878022742)",,,"STREET",,,"-87.740523304","NARCOTICS","2018-05-10T15:48:24.000","28","1145691","1898699","2018"
"31","22257","17","283","7","17","23","65","false","0735","070XX S HONORE ST","JB248882","67","2018-05-03T19:45:00.000","TO VEHICLE","007","true","14","11303994","1320","41.766156013","POINT (-87.669924987 41.766156013)",,,"STREET",,,"-87.669924987","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","17","1165232","1858076","2018"
